Order,LotFrontage,LotArea,Street,LotConfig,LandSlope,BldgType,OverallQual,OverallCond,YearBuilt,BsmtQual,TotalBsmtSF,Heating,HeatingQC,CentralAir,x1stFlrSF,x2ndFlrSF,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageArea,GarageQual,WoodDeckSF,PoolArea,MoSold,YrSold,SalePrice,Salecat
2445,83,9545,Pave,Corner,Gtl,1Fam,8,5,2000,Gd,1160,GasA,Ex,Y,1205,1029,2,1,3,1,Gd,7,1,TA,BuiltIn,768,TA,0,0,6,2006,300000,1
2446,118,35760,Pave,CulDSac,Gtl,1Fam,10,5,1995,Ex,1930,GasA,Ex,Y,1831,1796,3,1,4,1,Gd,10,1,TA,Attchd,807,TA,361,0,7,2006,625000,1
2447,,9233,Pave,Inside,Gtl,1Fam,9,5,2000,Ex,1540,GasA,Ex,Y,1540,1315,2,1,4,1,Ex,9,1,TA,Attchd,774,TA,247,0,3,2006,405000,1
2448,78,12011,Pave,CulDSac,Gtl,1Fam,8,5,1998,Gd,1086,GasA,Ex,Y,1086,838,2,1,3,1,Gd,7,1,TA,Attchd,592,TA,208,0,6,2006,280000,1
2449,93,12090,Pave,Corner,Gtl,1Fam,8,5,1998,Gd,1141,GasA,Gd,Y,1165,1098,2,1,4,1,Gd,10,1,TA,BuiltIn,420,TA,144,0,7,2006,258000,1
2450,83,10019,Pave,Inside,Gtl,1Fam,8,5,1995,Gd,1342,GasA,Ex,Y,1358,1368,2,1,4,1,Gd,9,1,Ex,Attchd,725,TA,307,0,6,2006,350000,1
2451,114,17242,Pave,Inside,Gtl,1Fam,9,5,1993,Ex,1733,GasA,Ex,Y,1933,1567,3,1,4,1,Ex,11,1,TA,Attchd,959,TA,870,0,5,2006,584500,1
2452,,10236,Pave,Inside,Gtl,1Fam,8,5,1994,Gd,1290,GasA,Ex,Y,1305,1189,2,1,4,1,Gd,9,1,TA,Attchd,803,TA,200,0,6,2006,321000,1
2453,92,10120,Pave,Inside,Gtl,1Fam,8,5,1994,Gd,1165,GasA,Ex,Y,1203,1323,2,1,4,1,Gd,8,1,TA,Attchd,844,TA,309,0,12,2006,290000,1
2454,,12585,Pave,Inside,Gtl,1Fam,8,5,1993,Gd,1286,GasA,Ex,Y,1565,1234,2,1,3,1,Gd,8,1,TA,Attchd,704,TA,432,0,10,2006,315000,1
2455,75,12447,Pave,Inside,Gtl,1Fam,8,5,2005,Gd,1100,GasA,Ex,Y,1116,848,2,1,3,1,Gd,8,1,Gd,BuiltIn,760,TA,200,0,1,2006,252000,1
2456,49,15218,Pave,CulDSac,Gtl,1Fam,8,5,2006,Ex,1670,GasA,Ex,Y,1670,0,2,1,2,1,Gd,6,1,Gd,Attchd,928,TA,0,0,9,2006,336820,1
2457,49,20896,Pave,CulDSac,Gtl,1Fam,8,5,2005,Ex,2077,GasA,Ex,Y,2097,0,1,1,1,1,Ex,8,1,Ex,Attchd,1134,TA,192,0,1,2006,423000,1
2458,85,10182,Pave,CulDSac,Gtl,1Fam,8,5,2006,Ex,1660,GasA,Ex,Y,1660,0,2,0,3,1,Gd,8,1,Gd,Attchd,500,TA,322,0,5,2006,290000,1
2459,73,8688,Pave,Inside,Gtl,1Fam,7,5,2005,Gd,1616,GasA,Ex,Y,1616,0,2,0,3,1,Gd,7,0,NA,Attchd,834,TA,208,0,4,2006,232000,1
2460,85,10936,Pave,Corner,Gtl,1Fam,8,5,2006,Gd,1504,GasA,Ex,Y,1504,0,2,0,3,1,Gd,7,0,NA,Attchd,510,TA,144,0,9,2006,199000,1
2461,72,8640,Pave,Inside,Gtl,1Fam,8,5,2006,Gd,1278,GasA,Ex,Y,1278,0,2,0,2,1,Gd,5,0,NA,Attchd,584,TA,0,0,10,2006,198600,1
2462,100,13162,Pave,Corner,Gtl,1Fam,9,5,2006,Ex,2036,GasA,Ex,Y,2036,604,3,1,3,1,Ex,11,1,Gd,Attchd,792,TA,0,0,11,2006,405749,1
2463,81,11216,Pave,Inside,Gtl,1Fam,8,5,2006,Gd,1489,GasA,Ex,Y,1489,0,2,0,3,1,Gd,7,1,Gd,Attchd,776,TA,0,0,6,2006,232600,1
2464,84,10728,Pave,Inside,Gtl,1Fam,8,5,2006,Gd,1095,GasA,Gd,Y,1095,844,2,1,3,1,Gd,8,1,Gd,Attchd,1053,TA,192,0,8,2006,266000,1
2465,65,8125,Pave,Inside,Gtl,1Fam,7,5,2005,Gd,756,GasA,Ex,Y,756,797,2,1,3,1,Gd,6,0,NA,Attchd,615,TA,0,0,3,2006,186500,1
2466,65,8125,Pave,Inside,Gtl,1Fam,6,5,2005,Gd,858,GasA,Ex,Y,858,858,2,1,3,1,Gd,7,0,NA,Attchd,615,TA,0,0,2,2006,200825,1
2467,65,8125,Pave,Inside,Gtl,1Fam,7,5,2006,Gd,770,GasA,Ex,Y,778,798,2,1,3,1,Gd,6,0,NA,Attchd,614,TA,0,0,8,2006,197000,1
2468,60,7200,Pave,Inside,Gtl,1Fam,6,5,2006,Gd,1262,GasA,Gd,Y,1262,0,2,0,2,1,Gd,5,0,NA,Attchd,572,TA,0,0,5,2006,185000,1
2469,62,7500,Pave,Inside,Gtl,1Fam,7,5,2005,Gd,1257,GasA,Ex,Y,1266,0,2,0,3,1,Gd,6,1,TA,Attchd,453,TA,38,0,4,2006,176000,1
2470,60,7200,Pave,Inside,Gtl,1Fam,7,5,2006,Gd,1293,GasA,Ex,Y,1301,0,2,0,2,1,Gd,5,1,Gd,Attchd,572,TA,216,0,8,2006,187750,1
2471,74,7733,Pave,Inside,Gtl,1Fam,6,5,2005,TA,1142,GasA,Ex,Y,1142,0,1,1,3,1,Gd,5,0,NA,NA,0,NA,4,0,1,2006,139500,0
2472,91,11024,Pave,Corner,Gtl,1Fam,7,5,2005,Gd,1400,GasA,Ex,Y,1400,0,2,0,3,1,Gd,6,0,NA,Attchd,612,TA,144,0,10,2006,186800,1
2473,63,13072,Pave,Inside,Gtl,1Fam,6,5,2005,Gd,1131,GasA,Ex,Y,1131,0,1,1,3,1,Gd,6,0,NA,NA,0,NA,0,0,3,2006,132000,0
2474,63,13072,Pave,Inside,Gtl,1Fam,6,5,2005,Gd,1141,GasA,Ex,Y,1141,0,1,1,3,1,TA,6,0,NA,Detchd,484,TA,0,0,3,2006,142500,0
2475,63,13072,Pave,Inside,Gtl,1Fam,6,5,2004,Gd,1158,GasA,Ex,Y,1158,0,1,1,3,1,Gd,5,0,NA,Detchd,576,TA,0,0,5,2006,158000,1
2476,65,7800,Pave,Inside,Gtl,1Fam,7,5,2005,Gd,891,GasA,Ex,Y,891,795,2,1,3,1,Gd,8,0,NA,Attchd,462,TA,144,0,4,2006,184000,1
2477,74,7632,Pave,Inside,Gtl,1Fam,7,5,2005,Gd,784,GasA,Ex,Y,831,754,2,1,3,1,Gd,7,0,NA,Attchd,449,TA,100,0,3,2006,184900,1
2478,70,8304,Pave,Inside,Gtl,1Fam,6,5,1997,Gd,941,GasA,Ex,Y,941,896,2,1,3,1,TA,7,0,NA,Attchd,688,TA,150,0,7,2006,187000,1
2479,65,7153,Pave,Inside,Gtl,1Fam,6,5,1992,Gd,761,GasA,Ex,Y,810,793,2,1,3,1,Gd,7,0,NA,Attchd,484,TA,0,0,7,2006,175900,1
2480,70,9370,Pave,Inside,Gtl,1Fam,6,5,1992,Gd,836,GasA,Ex,Y,844,887,2,1,3,1,Gd,7,0,NA,Attchd,462,TA,307,0,10,2006,248500,1
2481,50,7175,Pave,Inside,Gtl,TwnhsE,6,5,1990,Gd,1398,GasA,Gd,Y,1398,0,2,0,2,1,Gd,5,0,NA,Attchd,542,TA,0,0,7,2006,172000,1
2482,50,7175,Pave,Inside,Gtl,TwnhsE,6,5,1991,Gd,1217,GasA,Gd,Y,1217,0,2,0,2,1,Gd,5,0,NA,Attchd,484,TA,0,0,6,2006,151000,1
2483,,9019,Pave,Inside,Gtl,1Fam,6,5,1994,Gd,636,GasA,Ex,Y,636,684,2,1,3,1,Gd,6,0,NA,Attchd,472,TA,0,0,7,2006,150000,1
2484,,8900,Pave,Inside,Gtl,1Fam,4,4,1966,TA,1056,GasA,TA,Y,1056,0,1,0,2,1,TA,5,0,NA,Detchd,384,TA,0,0,11,2006,107000,0
2485,60,7800,Pave,Corner,Gtl,1Fam,5,5,1965,TA,828,GasA,Gd,Y,965,0,1,0,3,1,TA,6,0,NA,Detchd,300,TA,421,0,7,2006,119900,0
2486,70,9100,Pave,Inside,Gtl,1Fam,5,4,1962,TA,988,GasA,Ex,Y,988,0,1,0,3,1,TA,6,0,NA,Detchd,624,TA,0,0,7,2006,129500,0
2487,70,9100,Pave,Inside,Gtl,Duplex,5,5,1963,TA,1728,GasA,TA,Y,1728,0,2,0,6,2,TA,10,0,NA,Detchd,504,TA,0,0,11,2006,125000,0
2488,68,8927,Pave,Inside,Gtl,Duplex,6,6,1977,NA,0,GasA,TA,Y,1286,368,2,0,4,2,TA,10,0,NA,Attchd,528,TA,0,0,8,2006,119500,0
2489,,9240,Pave,Inside,Gtl,1Fam,5,6,1962,TA,864,GasA,Gd,Y,1211,0,1,0,2,1,TA,6,1,TA,Detchd,576,TA,161,0,3,2006,144000,0
2490,88,8471,Pave,Corner,Gtl,1Fam,6,7,1977,Gd,506,GasA,TA,Y,1212,0,1,0,3,1,TA,6,1,TA,Attchd,492,TA,292,0,7,2006,151000,1
2491,,9308,Pave,CulDSac,Gtl,1Fam,5,5,1965,TA,984,GasA,TA,Y,984,0,1,0,3,1,TA,5,0,NA,Attchd,310,TA,0,0,7,2006,126000,0
2492,65,8450,Pave,Inside,Gtl,1Fam,5,6,1968,TA,882,GasA,TA,Y,909,0,1,0,3,1,TA,5,0,NA,Attchd,294,TA,0,0,11,2006,116000,0
2493,,8638,Pave,Inside,Gtl,1Fam,5,6,1963,TA,925,GasA,Gd,Y,925,0,1,0,2,1,TA,5,0,NA,Detchd,484,TA,203,0,10,2006,133500,0
2494,,13052,Pave,CulDSac,Gtl,1Fam,5,6,1965,TA,1024,GasA,TA,Y,1024,0,1,1,3,1,TA,5,0,NA,Attchd,308,TA,0,0,1,2006,120875,0
2495,,13526,Pave,CulDSac,Gtl,1Fam,5,6,1965,TA,935,GasA,TA,Y,935,0,1,0,3,1,TA,5,0,NA,Attchd,288,TA,180,0,11,2006,137000,0
2496,,8020,Pave,Inside,Gtl,1Fam,5,6,1964,TA,912,GasA,TA,N,912,0,1,0,3,1,TA,6,0,NA,NA,0,NA,0,0,4,2006,124000,0
2497,65,6993,Pave,Inside,Gtl,1Fam,5,7,1961,TA,912,GasA,TA,Y,1236,0,1,0,3,1,TA,6,1,TA,Attchd,288,TA,0,0,6,2006,135000,0
2498,,8789,Pave,Inside,Gtl,1Fam,5,6,1967,TA,912,GasA,TA,Y,941,0,1,0,3,1,TA,6,1,Po,Attchd,288,TA,64,0,6,2006,129200,0
2499,100,14330,Pave,Corner,Gtl,1Fam,7,4,1974,Gd,1748,GasA,Gd,Y,2151,495,2,0,3,1,Gd,9,4,TA,Attchd,550,TA,641,800,1,2006,260000,1
2500,121,16059,Pave,Corner,Gtl,1Fam,8,5,1991,Gd,1288,GasA,Ex,Y,1301,1116,2,1,4,1,Gd,9,1,TA,Attchd,462,TA,127,0,4,2006,260000,1
2501,105,11025,Pave,Inside,Mod,1Fam,8,5,1992,Ex,1334,GasA,Ex,Y,1520,1306,2,1,3,1,Gd,9,3,TA,Attchd,888,TA,177,0,10,2006,334000,1
2502,,14541,Pave,Corner,Gtl,1Fam,8,7,1993,Gd,1338,GasA,Ex,Y,1352,1168,2,1,5,1,Gd,10,1,TA,Attchd,796,TA,209,0,11,2006,310000,1
2503,,13346,Pave,CulDSac,Gtl,1Fam,7,5,1992,Gd,1095,GasA,Ex,Y,1166,1129,2,1,4,1,Gd,9,1,TA,Attchd,590,TA,0,0,7,2006,268000,1
2504,89,12461,Pave,Corner,Gtl,1Fam,8,5,1994,Gd,1624,GasA,Ex,Y,1624,0,2,0,2,1,Gd,5,1,Fa,Attchd,757,TA,0,0,7,2006,262000,1
2505,34,3628,Pave,Inside,Gtl,TwnhsE,7,5,2004,Gd,1143,GasA,Ex,Y,1143,0,1,1,1,1,Gd,5,1,Gd,Attchd,588,TA,0,0,5,2006,176400,1
2506,37,3316,Pave,Inside,Gtl,TwnhsE,8,5,2005,Gd,1247,GasA,Ex,Y,1247,0,1,1,1,1,Gd,4,1,Gd,Attchd,550,TA,0,0,4,2006,197000,1
2507,30,3180,Pave,Inside,Gtl,TwnhsE,7,5,2005,Gd,600,GasA,Ex,Y,520,600,2,1,2,1,Gd,4,0,NA,Detchd,480,TA,0,0,6,2006,151000,1
2508,24,2544,Pave,Inside,Gtl,Twnhs,7,5,2005,Gd,600,GasA,Ex,Y,520,623,2,1,2,1,Gd,4,0,NA,Detchd,480,TA,0,0,7,2006,147400,0
2509,24,2544,Pave,Inside,Gtl,Twnhs,7,5,2005,Gd,600,GasA,Ex,Y,520,623,2,1,2,1,Gd,4,0,NA,Detchd,480,TA,0,0,7,2006,149900,0
2510,30,3180,Pave,Inside,Gtl,TwnhsE,7,5,2005,Gd,600,GasA,Ex,Y,520,600,2,1,2,1,Gd,4,0,NA,Detchd,480,TA,0,0,4,2006,144152,0
2511,,2998,Pave,Inside,Gtl,TwnhsE,6,5,2000,Gd,756,GasA,Ex,Y,768,756,2,1,2,1,Gd,4,0,NA,Detchd,440,TA,0,0,6,2006,166000,1
2512,35,3735,Pave,FR3,Gtl,TwnhsE,7,5,1999,Gd,691,GasA,Ex,Y,713,739,2,1,3,1,Gd,6,0,NA,Detchd,506,TA,0,0,3,2006,183900,1
2513,,2651,Pave,FR2,Gtl,Twnhs,7,5,2000,Gd,673,GasA,Ex,Y,673,709,2,1,3,1,Gd,6,0,NA,Detchd,490,TA,153,0,4,2006,165000,1
2514,,4447,Pave,FR2,Gtl,TwnhsE,7,5,2003,Gd,530,GasA,Ex,Y,530,550,2,1,2,1,Gd,4,0,NA,Attchd,496,TA,0,0,7,2006,139000,0
2515,114,8314,Pave,Corner,Gtl,1Fam,7,5,1997,Gd,569,GasA,Ex,Y,854,840,2,1,3,1,Gd,6,1,TA,BuiltIn,434,TA,0,0,11,2006,200000,1
2516,60,7180,Pave,Inside,Gtl,1Fam,8,5,2001,Gd,1568,GasA,Ex,Y,1568,0,2,0,3,1,Gd,6,1,TA,Attchd,564,TA,0,0,9,2006,221000,1
2517,30,9549,Pave,CulDSac,Gtl,TwnhsE,8,5,1995,Gd,1494,GasA,Ex,Y,1494,0,1,1,2,1,Ex,6,1,Gd,Attchd,481,TA,0,0,4,2006,270000,1
2518,,11250,Pave,Inside,Gtl,1Fam,6,6,1977,Gd,1208,GasA,TA,Y,1208,0,1,1,3,1,TA,6,1,TA,Attchd,546,TA,198,0,6,2006,165000,1
2519,,3760,Pave,CulDSac,Gtl,Twnhs,8,5,1980,Gd,1235,GasA,Gd,Y,1235,0,1,0,1,1,TA,4,3,TA,Attchd,484,TA,133,0,5,2006,214000,1
2520,36,3640,Pave,CulDSac,Gtl,Twnhs,8,5,1980,Gd,1036,GasA,TA,Y,1036,0,1,0,1,1,Gd,4,1,TA,Detchd,484,TA,133,0,9,2006,188000,1
2521,40,3874,Pave,Inside,Gtl,TwnhsE,8,5,1980,Gd,1226,GasA,TA,Y,1226,0,1,0,1,1,Gd,4,1,Fa,Attchd,484,TA,133,0,7,2006,190000,1
2522,40,3876,Pave,Inside,Gtl,Twnhs,8,5,1978,Gd,1226,GasA,TA,Y,1226,0,1,0,1,1,Gd,4,1,TA,Attchd,484,TA,133,0,7,2006,170000,1
2523,68,50271,Pave,Inside,Gtl,1Fam,9,5,1981,Ex,1842,GasA,Gd,Y,1842,0,0,1,0,1,Gd,5,1,Gd,Attchd,894,TA,857,0,11,2006,385000,1
2524,79,13110,Pave,Corner,Gtl,2fmCon,5,6,1972,Gd,1153,GasA,Ex,Y,1193,0,2,0,2,1,TA,6,0,NA,Attchd,501,TA,140,0,7,2006,146500,0
2525,102,10192,Pave,Inside,Gtl,1Fam,7,6,1968,TA,570,GasA,Gd,Y,1222,698,3,0,4,1,Gd,8,1,TA,Attchd,487,TA,0,0,9,2006,170000,1
2526,,20781,Pave,CulDSac,Gtl,1Fam,7,7,1968,TA,1568,GasA,TA,Y,2156,0,2,0,3,1,TA,9,1,Gd,Attchd,508,Gd,0,0,6,2006,262500,1
2527,90,11700,Pave,Corner,Gtl,1Fam,6,6,1968,TA,708,GasA,Gd,Y,708,708,2,1,3,1,TA,7,1,TA,Attchd,776,TA,0,0,5,2006,179900,1
2528,,11029,Pave,Corner,Gtl,1Fam,6,7,1968,TA,1054,GasA,TA,Y,1512,1142,2,1,4,1,Gd,9,1,Gd,Attchd,619,TA,0,0,8,2006,250000,1
2529,80,10400,Pave,Inside,Gtl,1Fam,6,5,1972,TA,732,GasA,Gd,Y,1012,778,1,2,4,1,TA,8,1,TA,Attchd,484,TA,148,0,11,2006,165150,1
2530,78,10140,Pave,Inside,Gtl,1Fam,7,6,1967,TA,1334,GasA,Gd,Y,1334,0,2,0,3,1,TA,7,0,NA,Attchd,477,TA,0,0,4,2006,164500,1
2531,80,9600,Pave,Inside,Gtl,1Fam,7,5,1969,TA,1164,GasA,TA,Y,1164,0,1,1,3,1,TA,6,0,NA,Attchd,528,TA,0,0,7,2006,140000,0
2532,75,9750,Pave,Inside,Gtl,1Fam,5,5,1967,TA,980,GasA,Gd,Y,980,0,2,0,3,1,TA,6,0,NA,Attchd,384,TA,68,0,10,2006,135500,0
2533,80,9600,Pave,Corner,Gtl,1Fam,5,5,1968,TA,1051,GasA,Gd,Y,1051,0,1,0,3,1,TA,6,0,NA,Attchd,504,TA,0,0,7,2006,142000,0
2534,72,8640,Pave,Inside,Gtl,1Fam,5,5,1968,Gd,900,GasA,Ex,Y,884,886,1,1,4,1,TA,7,0,NA,Attchd,530,TA,0,0,6,2006,155000,1
2535,78,9360,Pave,Inside,Gtl,1Fam,6,7,1968,TA,976,GasA,TA,Y,976,0,1,0,2,1,Gd,4,1,Fa,Attchd,504,TA,94,0,8,2006,157500,1
2536,70,8400,Pave,Inside,Gtl,1Fam,5,5,1968,TA,1052,GasA,Gd,Y,1052,0,1,1,3,1,TA,5,0,NA,Attchd,288,TA,356,0,11,2006,138500,0
2537,70,8400,Pave,Inside,Gtl,1Fam,5,6,1968,Gd,833,GasA,Gd,Y,898,0,1,0,3,1,TA,6,0,NA,Attchd,326,TA,143,0,8,2006,140000,0
2538,,9759,Pave,Inside,Gtl,1Fam,5,5,1966,TA,1051,GasA,TA,Y,1051,0,1,0,3,1,TA,6,0,NA,Attchd,264,TA,182,0,3,2006,124400,0
2539,80,9600,Pave,Inside,Gtl,1Fam,5,7,1967,TA,1141,GasA,Gd,Y,1141,0,1,0,3,1,TA,6,0,NA,Attchd,568,TA,0,0,7,2006,158000,1
2540,71,9230,Pave,Corner,Gtl,1Fam,5,8,1965,TA,864,GasA,Gd,Y,1200,0,1,1,1,1,Gd,6,0,NA,Detchd,884,TA,0,0,10,2006,146000,0
2541,,14803,Pave,CulDSac,Gtl,1Fam,6,5,1971,TA,825,GasA,Gd,Y,1097,896,2,1,4,1,TA,8,1,Gd,Attchd,495,TA,0,0,6,2006,190000,1
2542,,10659,Pave,Inside,Gtl,1Fam,5,6,1961,TA,1050,GasA,TA,Y,1050,0,1,0,3,1,TA,6,0,NA,Attchd,368,TA,0,0,1,2006,136500,0
2543,70,9100,Pave,Corner,Gtl,1Fam,5,5,1958,TA,864,GasA,TA,Y,864,0,1,0,3,1,TA,5,0,NA,Detchd,624,TA,0,0,7,2006,129900,0
2544,70,8393,Pave,Corner,Gtl,Duplex,5,5,1959,TA,1626,GasA,Ex,Y,1712,0,2,0,4,2,TA,8,0,NA,Attchd,588,TA,272,0,6,2006,145000,0
2545,80,8800,Pave,Inside,Gtl,2fmCon,6,7,1965,TA,1187,GasA,Ex,Y,1565,0,2,0,3,1,Gd,7,2,TA,Attchd,299,TA,200,0,6,2006,185900,1
2546,80,8800,Pave,Inside,Gtl,1Fam,6,6,1964,TA,1251,GasA,TA,Y,1251,0,1,0,3,1,TA,6,2,Gd,Attchd,461,TA,0,0,3,2006,160000,1
2547,,10368,Pave,CulDSac,Gtl,1Fam,6,6,1964,TA,1008,GasA,Ex,Y,1488,0,1,1,3,1,TA,7,1,Gd,Attchd,430,TA,154,0,4,2006,167000,1
2548,85,9350,Pave,Inside,Gtl,1Fam,5,6,1964,TA,720,GasA,Gd,Y,720,720,1,1,4,1,TA,7,1,Po,Attchd,480,TA,0,0,7,2006,157500,1
2549,75,10382,Pave,Inside,Gtl,2fmCon,6,5,1958,TA,588,GasA,TA,Y,1095,0,1,0,2,1,TA,6,0,NA,Attchd,264,TA,0,0,3,2006,140000,0
2550,69,8973,Pave,Inside,Gtl,1Fam,5,7,1958,TA,1008,GasA,TA,Y,1053,0,1,1,3,1,Ex,6,0,NA,2Types,750,TA,0,0,7,2006,150000,1
2551,80,10800,Pave,Inside,Gtl,1Fam,5,7,1960,TA,1248,GasA,Ex,Y,1248,0,1,0,3,1,TA,6,0,NA,Attchd,286,TA,0,0,5,2006,151500,1
2552,60,8550,Pave,Inside,Gtl,1Fam,6,8,1934,TA,816,GasA,Ex,Y,816,0,1,0,2,1,TA,4,1,Fa,Attchd,240,TA,228,0,7,2006,129800,0
2553,,11425,Pave,Corner,Gtl,1Fam,5,6,1954,TA,1008,GasA,Gd,Y,1008,0,1,0,2,1,TA,4,1,Gd,Attchd,275,TA,0,0,7,2006,137000,0
2554,68,9724,Pave,Inside,Gtl,1Fam,5,7,1947,TA,938,GasA,Ex,Y,1043,0,1,0,2,1,TA,5,1,Gd,Detchd,273,TA,125,0,5,2006,137000,0
2555,51,4712,Pave,Inside,Mod,1Fam,4,7,1946,TA,747,GasA,TA,Y,774,456,1,1,3,1,TA,5,0,NA,Detchd,305,TA,0,0,8,2006,121600,0
2556,51,5900,Pave,Inside,Gtl,1Fam,4,7,1923,Gd,440,GasA,TA,Y,869,0,1,0,2,1,Fa,4,0,NA,NA,0,NA,0,0,8,2006,85500,0
2557,52,5825,Pave,Inside,Gtl,1Fam,4,5,1926,Fa,600,GasA,Gd,Y,747,0,1,0,1,1,TA,5,0,NA,Detchd,528,TA,0,0,6,2006,79900,0
2558,92,7438,Pave,Inside,Gtl,1Fam,5,8,1908,Fa,504,GasA,Gd,Y,936,316,1,0,3,1,TA,5,0,NA,Attchd,576,TA,104,0,6,2006,127000,0
2559,80,9600,Pave,Inside,Gtl,1Fam,5,6,1961,TA,1251,GasA,TA,Y,1433,0,1,0,3,1,TA,7,1,Gd,Attchd,441,TA,144,0,6,2006,161000,1
2560,89,10858,Pave,Corner,Gtl,1Fam,5,6,1952,TA,1444,GasA,Ex,Y,1624,0,1,0,2,1,TA,6,1,Gd,Attchd,240,TA,0,0,7,2006,146500,0
2561,80,9600,Pave,Inside,Gtl,1Fam,5,5,1951,TA,1056,GasA,Ex,Y,1216,0,1,0,3,1,TA,7,0,NA,Attchd,280,TA,0,0,5,2006,135000,0
2562,89,10680,Pave,Inside,Gtl,1Fam,5,3,1951,TA,2136,GasA,TA,N,2136,0,2,0,4,1,TA,7,0,NA,Detchd,528,TA,0,0,10,2006,137900,0
2563,79,9490,Pave,Inside,Gtl,1Fam,6,7,1941,TA,806,GasA,TA,Y,958,620,1,0,3,1,Fa,5,2,TA,Attchd,240,TA,0,0,8,2006,133000,0
2564,79,9462,Pave,Inside,Gtl,1Fam,5,6,1949,TA,704,GasA,Gd,Y,1024,704,1,1,3,1,TA,7,1,Gd,Attchd,234,TA,245,0,7,2006,137000,0
2565,82,9888,Pave,Inside,Gtl,1Fam,5,6,1954,TA,936,GasA,TA,Y,936,0,1,0,2,1,TA,5,0,NA,Attchd,240,TA,0,0,3,2006,121000,0
2566,,8917,Pave,Inside,Gtl,Duplex,5,5,1967,TA,1584,GasA,TA,Y,1584,0,2,0,4,2,TA,8,0,NA,Detchd,506,TA,0,0,10,2006,119000,0
2567,,12700,Pave,Inside,Gtl,1Fam,6,5,1964,TA,1246,GasA,TA,Y,1246,0,1,0,3,1,TA,6,2,Gd,Attchd,441,TA,0,0,11,2006,172000,1
2568,85,8500,Pave,Inside,Gtl,1Fam,5,3,1961,TA,1235,GasA,TA,Y,1235,0,1,0,2,1,TA,6,0,NA,Attchd,480,TA,0,0,12,2006,98600,0
2569,88,14200,Pave,Corner,Gtl,1Fam,7,6,1966,TA,924,GasA,Ex,Y,1216,941,2,1,4,1,Gd,8,2,Gd,Attchd,487,TA,105,0,5,2006,226000,1
2570,75,9000,Pave,Inside,Gtl,1Fam,5,5,1954,TA,936,GasA,TA,Y,1128,0,1,0,2,1,TA,5,0,NA,Attchd,286,TA,0,0,6,2006,118000,0
2571,174,25419,Pave,Corner,Gtl,1Fam,8,4,1918,TA,1360,GasA,Gd,Y,1360,1360,2,0,4,1,Gd,8,1,Ex,Detchd,795,TA,0,512,3,2006,235000,1
2572,109,9723,Pave,Corner,Gtl,1Fam,6,7,1963,TA,1008,GasA,TA,Y,1008,0,1,0,2,1,TA,5,0,NA,Attchd,430,TA,0,0,10,2006,135000,0
2573,70,7728,Pave,Inside,Gtl,Duplex,5,6,1962,TA,1106,GasA,TA,Y,1190,0,1,0,3,1,TA,6,0,NA,Attchd,540,TA,0,0,5,2006,132500,0
2574,70,8163,Pave,Inside,Gtl,1Fam,5,6,1959,TA,1144,GasA,TA,Y,1144,0,1,0,3,1,TA,6,1,TA,Attchd,796,TA,86,0,3,2006,143000,0
2575,70,8400,Pave,Corner,Gtl,1Fam,5,5,1957,Fa,1179,GasA,Gd,Y,1364,0,1,1,3,1,TA,6,1,Gd,Attchd,331,TA,0,0,3,2006,132000,0
2576,80,11600,Pave,Inside,Gtl,1Fam,6,5,1960,TA,1383,GasA,TA,Y,1383,0,1,1,3,1,TA,7,0,NA,Attchd,292,TA,0,0,4,2006,145250,0
2577,,9610,Pave,Corner,Gtl,1Fam,6,6,1958,TA,1121,GasA,Ex,Y,1336,0,1,1,3,1,TA,7,1,TA,Attchd,488,TA,80,0,12,2006,162000,1
2578,125,10000,Pave,Corner,Gtl,1Fam,5,6,1956,TA,1058,GasA,Ex,Y,1370,0,1,0,3,1,TA,6,1,TA,Basment,300,TA,191,0,2,2006,148000,0
2579,69,14850,Pave,Inside,Gtl,1Fam,5,5,1957,TA,1092,GasA,TA,Y,1092,0,1,0,2,1,TA,6,1,TA,Attchd,299,TA,268,0,5,2006,141000,0
2580,72,10152,Pave,Inside,Gtl,1Fam,6,6,1956,TA,1124,GasA,Ex,Y,1124,0,1,0,3,1,TA,6,1,TA,Attchd,353,TA,0,0,5,2006,153000,1
2581,72,10011,Pave,Inside,Gtl,1Fam,5,6,1957,TA,1070,GasA,TA,Y,1236,0,1,0,2,1,Gd,6,1,Fa,Attchd,447,TA,0,0,5,2006,134450,0
2582,,7032,Pave,Corner,Gtl,Duplex,5,5,1979,Gd,943,GasA,TA,Y,943,0,1,0,2,1,TA,4,2,TA,Detchd,600,TA,42,0,12,2006,135960,0
2583,70,8092,Pave,Inside,Gtl,1Fam,6,8,1954,TA,1050,GasA,Ex,Y,1050,0,1,0,3,1,Gd,6,0,NA,Attchd,286,TA,0,0,6,2006,156000,1
2584,75,11310,Pave,Inside,Gtl,1Fam,6,5,1954,TA,1367,GasA,Ex,Y,1375,0,1,0,2,1,TA,5,1,TA,Attchd,451,TA,0,0,6,2006,140000,0
2585,66,12778,Pave,Inside,Gtl,1Fam,5,6,1952,TA,1008,GasA,Ex,Y,1008,0,1,0,2,1,TA,4,0,NA,Attchd,280,TA,0,0,1,2006,139500,0
